title,source,country,bias,search_keyword,final_sentiment_score,sentiment_intensity_score,vader_score,google_score,huggingface_score,url
DOGE job cuts bring pain to Trump heartland,Reuters,US,neutral,election fraud,0.2054209753870964,0.3,0.0625,0.44999999925494194,0.0021048784255981445,https://news.google.com/rss/articles/CBMinAFBVV95cUxPYzBtMjBmY2JzZEs5eWx4RGYwZGNEdTFtTU5Ba3FEYmRSUkNldFJvVVdyQlpLdEV4QVlHV0s3bkNRLS12TkJzeGlJTUtHZ2xCWlhxSmdtRmdheHJkVnlwYjhVd2tpUWROZWZRT3IyempDeFN1RDh6aHdUV0tGVXJPZ01WaHNKYkFDR2FBNElBaDMwd2ViYllkVDY1YTI?oc=5
"Trump administration eyes cuts to Justice Department public corruption unit, people familiar say",Reuters,US,neutral,election fraud,0.40587678750991824,0.5,0.76335,0.25,0.0026839375495910645,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNV1R2bTBxQUY4ZV92a2dYMW5kS0pDMkhyY0ZCOWFwcDRIU2xFQkJPaHRTUXRucVpRZVhldm1qQnV5aURDMGpIQWlDYlQ0dndfRzBvdUdTdkdLTE1BNEpFckpaTkYzLThUaFUydnI1d09UUV8tbTJHb2ZibjFaVmVvbE0tZHhzQnZmYnhXYllid2lncGZ4VU16bGpGQTRCbmtxTDJiMEVOZnI5U1VKbmgxeFE0ZmpJMHhuR1Q5YVJzSFd3UQ?oc=5
UK payments regulator to be abolished and absorbed by financial watchdog,Reuters,US,neutral,election fraud,0.3401242852210999,0.5,0.5,0.3499999940395355,0.0006214380264282227,https://news.google.com/rss/articles/CBMirwFBVV95cUxQQUhfQWNuaWoyVC01REI2VlZrcmZaWjlFZmNHaXNnSmNwTVhvMUpfS1prcG4xXzlWS3IwbDhBdkpmNWliQWlNY2NxX1Y5MmlhbVdMZVJPVHFpa25qY29nZV9mQ0lFTTZ0aGlLbDc1NnhzbXBQTWtmU2JDX21sdFhPX2t0cEJaaUl5RjF3dUs4eHVDZHk5Sk50NUliRVRSeUdVM0liM1BvdC1SOTlubDgw?oc=5
‘A sense of betrayal’: liberal dismay as Muslim-led US city bans Pride flags | Michigan,The Guardian,UK,liberal,election fraud,0.19978267196655275,0.4,0.39885,0.09999999403953552,0.001213371753692627,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNdFlDSnVDNDlpc2dJaXRmck5OcTd3VUo2b1FKM2pEbVJNZTY5cHo2bkNLaGx4cS0waXFNbGNHdy1tYlRFdHFQVDRBOUlEUnFDUW9kYmdLUWJna3JqamYxd3FnaVd2SXY2TzdwQTlrN2lCS3NmMzFnS0xLU1lIc1ZPLXRXanlodEVWLXRhVnpFMXFTaWJVX1ZWdVI4VDEyV3BuWEJ0ZXpzVTNEZw?oc=5
"Big oil is waging ‘biggest campaign of political interference in US history’, senator says",The Guardian,UK,liberal,election fraud,0.30061674118042,0.6,0.5,0.25,0.0030837059020996094,https://news.google.com/rss/articles/CBMilAFBVV95cUxPNDFScFNwTE9jUWFHam5qcHJZd195SVNSbFJwVUMzY1BVdU1GVWxnN0VHNFhmN3JPdlBvWkxIVFpxeFpmTC1RSGZzTUtTSl82R3h6eHVhMkZkSFV4R1RJMjU1dER3UV95NTFuemtrdENZM1poNjI2ZXVwTUZDSjdRck1UMHpYSGloY3UxNnNSNGx4aHRw?oc=5
Alarm as Republican judge who lost election pushes voter-fraud claim,The Guardian,UK,liberal,election fraud,0.11658949882507323,0.4,0.14079999999999998,0.15000000596046448,0.0013474822044372559,https://news.google.com/rss/articles/CBMilgFBVV95cUxNaHdkU0tES3FNcUdWdWRXTkIzcmJldk9ZeTFIdmQtNWRvSEdtbHJla2hvR2dCdlpUYlN3UnhMOWVMQS0wdWc2WkJOSm5aeFc4SVJ2MDltanZUMkpORXgtWG93U3RlSkNRVy1ORzhHMEtrYXRrRTljSEFNcE0tbGVSYWJFTDdOYmpEekthUlJlLW1vYUdsQ0E?oc=5
Democratic ex-congresswoman Katie Porter enters California governor race,The Guardian,UK,liberal,election fraud,0.40032918453216554,0.6,0.5,0.5,0.0016459226608276367,https://news.google.com/rss/articles/CBMimgFBVV95cUxQTzd4Zl9fZ3NJOTEwTEFPYTRmXzdnY3RfbTFjeHE4RnA2ZHRvaTVBakRZX2R5aW03REpxdFgyZ0JtTFVmVU0zYkFST1M4eFpteXJRMmpYZ00wM1BfYTdJTloxa1pkOG1BMmIzdnVVR0RLbERkZVp4ckVVODVBNjM4SFVCT0x5dGNtR2pFWHJJRm5BUTZrd2FkVVhR?oc=5
Trump pick for Washington US attorney made derogatory and racist comments,The Guardian,UK,liberal,election fraud,0.11229797740936281,0.5,0.07990000000000003,0.19999998807907104,0.001689910888671875,https://news.google.com/rss/articles/CBMilgFBVV95cUxQUTVTem9KXzYtSEg3cFZGY0pUMGNESUxNNkViWW9iNnlERmNyWUZHd1JsLXpJaWFZT2tYd1VQbWhwTjBWZW1XaFlKZEJDUmhjcmhtYWxCSkl5YkhNQjNseWxzN3JZOFJGMlRVV0tLdC1ka090V19Ed18tT2FObUI2YllialJNdThBOXN5Uk9PYUlXdWY3S0E?oc=5
Murderer buried husband under lawn clippings and told daughter he died in Saudi Arabia,The Telegraph,UK,conservative,election fraud,0.1772741788053513,0.3,0.04235,0.3999999985098839,0.0016708970069885254,https://news.google.com/rss/articles/CBMipwFBVV95cUxNdnhaY20wbHdQMG9UaUJ0YTBWdDFWOGFiS01IMHZVZ1ZYdXFHakN0VmR0R2IwSU96RFZhdzVvbjBmVHFYVFdDZ0xmVVQyVVd0d2JJYzlDMTJndEhnTlI0X2ZLbF9vWWQ2Rk5TSkFZTTB3TmZJeVc3dEhacFdnSkZldzRVb2psaFlsYk1ELUFmSEczdW1XLWpVVnF2SXRMOFJ2V0NabG1NSQ?oc=5
Russian spymaster ‘planned to take over secret service of British ally’,The Telegraph,UK,conservative,election fraud,0.4003853559494019,0.6,0.5,0.5,0.0019267797470092773,https://news.google.com/rss/articles/CBMipwFBVV95cUxPYXR0ZWgtVzZDSlV0UFJybG8yc202bnJ0ZkpwdmxVck5KVGl2YmE5LTdqMjVjUHFCTWp6eUw5azc0Q3J1Q0hQWUw4eFViSGVWNm1lQUk1UFhpb0plWnpuTjk3ajBsRURmb3l0LWRBLXhvUXdMa1dMTElNc2M2blVlSHB5RjRIekZGVWdfSEhJeXBPcE5QMjJORXNLRUVtS1NuamMwMTNldw?oc=5
"Business: News, comments & analysis",The Telegraph,UK,conservative,election fraud,0.40013009309768677,0.6,0.5,0.5,0.0006504654884338379,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1PekZKOHl2eGlWTWV6QkNRSXNmOFRkNDRyX1U0VVZmVzRXMVV0UERyZ2EyZXMwYmVPVmFVcWlfN2dLaXpwTFFINDNPMjdOQQ?oc=5
How Russian spymaster tricked NCA officer into doing his bidding,The Telegraph,UK,conservative,election fraud,0.2409809597015381,0.5,0.352,0.25,0.0009047985076904297,https://news.google.com/rss/articles/CBMimwFBVV95cUxPeUNJVjg2Yk9lbFZUZWEwcDM4LVJHTDdjci1BVDBJdGNZekU5ZUtjeldLWXhhRkJra1ZQVzQtck03MW8yMm9wcm9Bakh1SGZZYnRLdS1nNGpKekxCbDlNbEpEZ0JOZGZXLWh6Z0VGSGxTVXZ0Wms0S1pMSDhSdEtIbGUwTUlBbFZSY1V4RVdKNkJWRXhnTzFSYXQtSQ?oc=5
Opinion,The Telegraph,UK,conservative,election fraud,0.40016667842864995,0.6,0.5,0.5,0.0008333921432495117,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1aQjJFbWdiVFoxOGdfMHZhR0RTNmg1RXpMTDcySnFMd0JqdGJ1WUh3Q2VKcm9YM1BXd1lxTUpvNk9xc29LZnc3U0JkejlvR25W?oc=5
Trump Administration Prepares to Revive and Expand Travel Bans,The New York Times,US,liberal,immigration policy,0.5640017953109742,0.6,0.9063,0.5,0.0074089765548706055,https://news.google.com/rss/articles/CBMid0FVX3lxTE5GZ0d3czd4d2tuYWJuaFAzQ0FMSkg5NkhRU2llSlBEUEVRQXJyT2ZzaUpWUmhpZVpUNEhrOWg3UlNwcjdBaXU1SVJaWm4yMlhtQUdRWTVPYndjemdpYWhfQVBETEhDQWtwLTB0M2dTaU4tVmNaQllR?oc=5
Trump Administration Seeks to Expel a Green-Card Holder Over Student Protests,The New York Times,US,liberal,immigration policy,0.2260235165095329,0.6,0.11414999999999997,0.44999999925494194,0.0018175840377807617,https://news.google.com/rss/articles/CBMikAFBVV95cUxQdFBxZkE2OXhoX0ktZXVyWEpSV1hxa0NDTjNwRzd1bWZxbTA1RUYxTy1BQnNzNXZ6LTVSNGpMZGhfVmRDTzcwX3JRWDRQYmNLblR4d2hCU1hic0NSYmZkemV2cmpoMTctTk5qX0hXNXJhZ0pYbEd4T1ZWcTJJaG16ZFk1QzJnX2dES2JOWHZfV2I?oc=5
Trump’s Policies Have Shaken a Once-Solid Economic Outlook,The New York Times,US,liberal,immigration policy,0.3903391582417488,0.7,0.42345,0.5500000007450581,0.00479578971862793,https://news.google.com/rss/articles/CBMihAFBVV95cUxNTHRlY2habjVGSjE3QmJoVW8xV1IxWlE3VE5fWFFZZ000TExoWVdSZTJhOTBoTHhnZFllY2p3Q1lnUGliQzBSZjZzQXRtR2VLRG1jV29QR1l1a191NTNZSmoyTXIwRkJmOVBKcDNDOWhEejdta3dMcm1YNmM1MHZzNUpvN1Y?oc=5
"Stephen Miller, Channeling Trump, Has Built More Power Than Ever",The New York Times,US,liberal,immigration policy,0.6792972385883331,0.7,0.5,0.7000000029802322,0.9964861869812012,https://news.google.com/rss/articles/CBMifEFVX3lxTE93V1NRZHhaSTRmcTlLVGZ2LXZ4SS1xUXZPcXNnVWNuZTBZRDBPX1pjSHp4aUJjNUdZWlRCQzRISFVLT0xzaHJKWnVOUjc4ZGN5UzVfbF9EeEhGUzVhNnlCblRQb1YxMlFPcHp3UEZ1VENTWmtLOU1XYi1LeVY?oc=5
Justice Dept. Establishes Office to Denaturalize Immigrants (Published 2020),The New York Times,US,liberal,immigration policy,0.5064324220085145,0.7,0.76335,0.5,0.0054621100425720215,https://news.google.com/rss/articles/CBMinwFBVV95cUxNdV92eW5iV3JUTFh1WDFxaEFIdVZEaUF2bkZPXzZwTEtyLW1JeWZXY3lPM3d6dTlrdkNzTW1QVEx1bXUxLVBfS2pSbWh2bG5aczBMNDVvaXJZSzVFSFBra0NnYWFBQnB0SWVTZ1FFbUExbE5mc1JCQlQ3SU5abHc4OUJBaWpPNzVaX3JjSTR5NlVxM2pjWm9NQVplcUxMWUU?oc=5
